id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV001555962,und,"Antonelli, Niccolò M.",Dissertatio de Eugubina Cathedra metropolitanae sedis Urbinatis suffraganea,,,Urbinum,Fantanzzi,1727,,,,,
BV001556466,ita,"Arco, Karl von",Di cinque valenti incisori Mantovani del secolo XVI e delle stampe da loro operate,,,Mantova,Elmucci,1840,,"Mantua|Druckgrafik|Scultori, Giovanni Battista",g|s|p,,
BV001556467,ita,"Arco, Karl von",Monumenti di pittura e scultura trascelti in Mantova o nel suo territorio,,,Mantova,Caranenti,1827,,Mantua|Führer,g|s,,
BV001556798,ita,"Assemani, Simone",Illustrazione della patena mistica,,dell'Abate Simone Assemani,Padova,Stamp. del Seminario,1804,,,,,
BV001557319,lat,"Aulisio, Domenico","Dominici Aulisij Opuscula De Gymnasii Constructione, Mausolei Architectura, Harmonia Timaica, & Numeris Medicis",,,Neapoli,Ex Typographia Jacobi Raillard,MDXCXIV.,,,,,"Opuscula de Gymnasii constructione, mausolei architectura, harmonia timaica, & numeris medicis"
BV001557985,ita,"Baglione, Giovanni","Le vite de'pittori scultori, architetti ed intagliatori dal pontificato di Gregoio XIII. del 1572 fino a'tempi di Papa Urbano VIII. nel 1642",,scritte da Gio. Baglione ...,Napoli,,1733,"Passeri, Giovanni Battista",,,,
BV001558274,ita,"Baldi, Bernardino","Delle vita e de' fatti di Guidobaldo I. da Montefeltro, Duca d'Urbino",,di Bernardino Baldi da Urbino,Milano,Silvestri,1821,,,,,
BV001558275,ita,"Baldi, Bernardino","Delle vita e de' fatti di Guidobaldo I. da Montefeltro, Duca d'Urbino",,di Bernardino Baldi da Urbino,Milano,Silvestri,1821,,,,,
BV001558278,ita,"Baldini, Vittorio",Tre discorsi volgari,,,Ferrara,Bahini,1585,,,,,
BV001558796,ita,"Bartoli, Francesco","Le Pitture, Sculture ed Architetture della Città di Rovigo",,operetta di Francesco Bartoli,Venezia,Savioni,1793,,Rovigo|Kunst,g|s,,
BV001558807,ita,"Bartolozzi, Sebastiano B.","Vita di Jacopo Vignali, pittor fiorentino",,,Firenze,Paperini,1753,,"Vignali, Jacopo",p,,
BV001558831,ita,"Baruffaldi, Girolamo",Dell'istoria di Ferrara,,scritta dal Dottore Girolamo Baruffaldi,Ferrara,Pomatelli,1700,,,,,
BV001559278,fre,"Baudelot de Dairval, Charles-César",Feste d'Athenes,,,Paris,Cot,1712,,,,,
BV001559724,fre,"Beauchamp, Alphonse de",Histoire des malheurs et de la captivité de Pie VII sous le règne de Napoleon Buonaparte,,,Paris,Le Prieur,1814,,Pius VII. (Papst),p,,
BV001560075,eng,"Beechey, Frederick William","Proceedings Of The Expedition To Explore The Northern Coast Of Africa, From Tripoly Eastward; In MDCCCXXI. And MDCCCXXII.",,"By Captain F.W. Beechey, R.N., F.R.S., And H.W. Beechey, Esq., F.S.A.",London,John Murray,MDCCCXXVIII.,"Beechey, Henry William|Walker, John|Walker, Charles|Murray, John",Libyen|Nordküste,g|s,,
BV001560607,ita,"Boccaccio, Giovanni",Il Decamerone,,,Bologna,Forni,1975,,,,,
BV001561466,ita,"Bolletti, Giuseppe",Notizie istoriche di Città della Pieve,,,Perugia,Baduel,1830,,,,,
BV001561477,ita,"Bolognini Amorini, Antonio",Elogio di Sebastiano Serlio architetto Bolognese,,,Bologna,Nobili,1823,,"Serlio, Sebastiano",p,,
BV001561481,ita,"Bolognini Amorini, Antonio",Vita del celebre pittore Guido Reni,,,Bologna,Volpe al Sassi,1839,,"Reni, Guido",p,,
BV001561483,ita,"Bolognini, Emerico",Memorie dell'antico e presente stato delle Paludi Pontine,,opera di Emerico Bolognini,Roma,Barbiellini a Pasquino,1759,,,,,
BV001561787,ita,"Bordiga, Gaudenzio",Storia e guida del Sacro Monte di Varallo,,di G. Bordiga,Varallo,Caligaris,1830,,,,,
BV001561811,ita,"Borghi, Camillo R.",L' Oplomachia Pisana ovvero la Battaglia del Ponte di Pisa,,Descritta da Camillo Ranier Borghi,Lucca,Pellegrino Frediani,1713,,,,,
BV001561913,ita,"Boni, Onofrio",Elogio dell'Abate Don Luigi Lanzi,,tratto dalle di lui opere,Firenze,Carli,1814,,"Lanzi, Luigi Antonio",p,,
BV001562942,ita,"Brandolese, Pietro",Del genio de' Lendinaresi per la pittura e di alcune pregevoli pitture di Lendinara,,([Verf.:] Pietro Brandolese),Padova,,1795,,,,,
BV001562943,ita,"Brandolese, Pietro","Pitture, Sculture, Architetture Ed Altre Cose Notabili Di Padova",,Nuovamente Descritte Da Pietro Brandolese Con Alcune Brevi Notizie Intorno Gli Artefici Mentovati Nell'Opera,In Padova,A Spese Di Pietro Brandolese Librajo,1795.,"Brandolese, Pietro",Padua|Topografie,g|s,,
BV001563158,ger,"Braun, Georg Christian",Raphael Sanzios von Urbino Leben und Werke,,,Wiesbaden,Schellenberg,1819,,Raffael,p,,
BV001563904,ger,"Bellermann, Christian Friedrich",Über die ältesten christlichen Begräbnißstätten und besonders die Katakomben zu Neapel mit ihren Wandgemälden,,Christ. Fr. Bellermann,Hamburg,Perthes,1839,,,,,
BV001563971,ita,"Brocchi, Giambattista",Dello stato fisico del Suolo di Roma,,,Roma,De Romanis,1820,,,,,
BV001564019,ita,"Brognoli, Paolo",Nuova guida per la città di Brescia,,Opera di Paolo Brognoli,Brescia,Nicoli-Cristiani,1826,,Brescia|Kunst,g|s,,
BV001564075,fre,"Belloc, Pierre V.",La vierge au poisson de Raphaël,,,Paris,Belin-le-Prieur [u.a.],1833,,Raffael,p,,
BV001564281,ger,"Bronn, Heinrich G.",System der urweltlichen Konchylien,,"von Heinrich G. Bronn, der Philosophie Doctor ...",Heidelberg,Academische Buchhandlung von J. C. B. Mohr,1824,,Fossile Weichtiere,s,,
BV001564600,ger,"Brun, Friederike",Römisches Leben,,"von Friederike Brun, geborene Münter",Leipzig,Brockhaus,1833,,,,,
BV001564601,ger,"Brun, Friederike",Römisches Leben,,"von Friederike Brun, geborene Münter",Leipzig,Brockhaus,1833,,,,,
BV001565132,ita,"Benigni, Fortunato",Lettera Sugli Scavi Fatti Nel Circondario Dell'Antica Treja,,"Del Dottor Fortunato Benigni Censore, Bibliotecario, ed Istoriografo della Società Georgica Trejese, Sopraintendente a[i] vetusti Monumenti di detta Città, E Membro Corrispondente dell'Accademia di Torino Al Celebre Sig.r Cavaliere Albino Luigi Millin Presidente del Gabinetto delle Medaglie di S.M.I.Ro., Membro della Legione di Onore, dell'Istituto, della predetta Società Georgica, e delle più illustri Accademie di Europa",Macerata,Presso Francesco Mancini Stampatore Dipartimentale,MDCCCXII,"Milin, Aubin Louis",Treia|Ausgrabung,g|s,,
BV001565138,ita,"Benivieni, Antonio","Vita di Piero Vettori, l'antico, Gentil'huomo Fiorentino",,,Fiorenza,Giunt,1583,,"Vettori, Pietro",p,,
BV001565933,ita,"Berlendis, Giuseppe",Raccolta delle migliori fabbriche ed ornamenti della città di Genova,,disegnate dall'architetto e pittore Giuseppe Berlendis Bergamasco,Milano,Mazzoleni,1828,,Genua|Führer,g|s,,
BV001566351,eng,"Burton, Edward",A description of the antiquities and other curiosities of Rome,,,Oxford,Parker,1821,,,,,
BV001566576,ita,"Buscemi, Niccolò",Notizie della Basilica di San Pietro detta la Cappella Regia,,raccolte ed esposte dal S. Nicola Buscemi,Palermo,,1840,,,,,
BV001567006,ita,"Calvi, Iacopo Alessandro","Notizie Della Vita, E Delle Opere Del Cavaliere Gioan Francesco Barbieri Detto Il Guercino Da Cento Celebre Pittore",,[Jacopo Alessandro Calvi],Bologna,Tipografia Marsigli,MDCCCVIII.,"Hercolani, Filippo|Rosaspina, Francesco","Barbieri, Giovanni Francesco",p,,
