id,lang,authors,title,subtitle,statement,place,publisher,year,editors,subjects,subject_types,parentId,parentTitle
BV042566378,und,"Gugl, Christian",Archäologische Forschungen in Teurnia,,,[s.l.],Österreichisches Archäologisches Institut,2000,,,,,
BV042566380,eng,"Meyer, Thomas",Beowulf,,Thomas Meyer,"Brooklyn, New York",punctum books,2012,,,,,
BV042566381,eng,,Leper creativity,,"edited by Ed Keller, Nicola Masciandaro, & Eugene Thacker","Brooklyn, New York",punctum books,2012,"Keller, Ed|Masciandaro, Nicola|Thacker, Eugene",,,,
BV042566382,eng,,Dark Chaucer,,"edited by Myra Seaman, Eileen Joy, and Nicola Masciandaro","Brooklyn, New York",punctum books,2012,"Seaman, Myra|Joy, Eileen A.|Masciandaro, Nicola",,,,
BV042566383,eng,"Woodard, Ben",On an ungrounded earth,,Ben Woodard,"Brooklyn, New York",punctum books,2013,,,,,
BV042566384,eng,,Speculative medievalisms,,"edited by the Petropunk Collective (Eileen Joy, Anna Kłosowska, Nicola Masciandaro, Michael O'Rourke)","Brooklyn, New York",punctum books,2013,,,,,
BV042566385,eng,"Horwitz, Noah","Reality in the name of God, or divine insistence",,Noah Horwitz,"Brooklyn, New York",punctum books,2012,,,,,
BV042566386,eng,"Jeffery, Celina",Preternatural,,Celina Jeffery,"Brooklyn, New York",punctum books,2011,,,,,
BV042566387,eng,"readies, dj",Intimate bureaucracies,,dj readies,"Brooklyn, New York",punctum books,2012,,,,,
BV042566388,eng,"Hassan, Ann",Annotations to Geoffrey Hill's Speech! Speech!,,Ann Hassan,[Erscheinungsort nicht ermittelbar],"Glossator Special Editions, an imprint of punctum books",2012,,,,,
BV042566389,eng,"Shipley, Gary J.",The death of Conrad Unger,,Gary J. Shipley,"Brooklyn, New York","dead letter office, an imprint of punctum books",2012,,,,,
BV042566390,eng,"Mančevski, Milčo",Truth and fiction,,Milcho Manchevski,"Brooklyn, New York","Dead Letter Office, BABEL Working Group, an imprint of punctum books",2012,,,,,
BV042566391,eng,"Berlant, Lauren Gail",Desire/love,,Lauren Berlant,"Brooklyn, New York","Dead Letter Office, BABEL Working Group, an imprint of punctum books",2012,,,,,
BV042566392,eng,"Long, Marget",Flash + Cube (1965-1975),,Marget Long,"Brooklyn, New York",punctum books,July 2013,,,,,
